"MNO","CNO","TITLE","SINGER","ALBUM","POSTER","IDCREMENT","STATE","KEY","HIT"
290,6,"Dream A Little Dream Of Me","Doris Day","70 Essential Hits : Legendary Songstress and Actress","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/054/896/81054896_1523869250025_1_140x140.JPG/dims/resize/Q_80,0",2,"상승","",0
291,6,"Dear my blue","백예린 (Yerin Baek)","Our love is great","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/173/794/81173794_1552885289680_1_140x140.JPG/dims/resize/Q_80,0",2,"하강","",0
292,6,"내가 좋아하는 것들 (Feat. Benny Benack III)","Zion.T","Zip","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/578/398/84578398_1701825681229_1_140x140.JPG/dims/resize/Q_80,0",4,"하강","",0
293,6,"Fall In Love Alone","몽키 에시드","Fall In Love Alone","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/479/204/85479204_1723018528431_1_140x140.JPG/dims/resize/Q_80,0",20,"하강","",0
294,6,"Keep Me Warm","Sam Ock","Snowy","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/801/097/81801097_1608551607342_1_140x140.JPG/dims/resize/Q_80,0",12,"하강","",0
295,6,"When You Wish Upon A Star","June Christy","Sings The Standards","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/043/196/089/43196089_1_140x140.jpg/dims/resize/Q_80,0",11,"상승","",0
296,6,"Everything Happens To Me","Chet Baker","The Legendary Riverside Albums","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/315/643/81315643_1574327395658_1_140x140.JPG/dims/resize/Q_80,0",55,"상승","",0
297,6,"Let It Snow! Let It Snow! Let It Snow!","스텔라장 (Stella Jang)","WinterStella","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/239/833/83239833_1669799244615_1_140x140.JPG/dims/resize/Q_80,0",3,"하강","",0
298,7,"Yiruma Golden Song with KIWA Live (May Be / Kiss The Rain / River Flows In You)","이루마","Yiruma Golden Song with KIWA Live (May Be / Kiss The Rain / River Flows In You)","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/471/188/81471188_1591928506595_1_140x140.JPG/dims/resize/Q_80,0",0,"유지","",0
299,7,"Room with a view","이루마","Room with a view","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/425/096/81425096_1587706928117_1_140x140.JPG/dims/resize/Q_80,0",1,"상승","",0
300,7,"Debussy : Suite bergamasque, L. 75 - 3. 달빛(Clair de lune)","조성진","Debussy : Suite bergamasque, L. 75, 3. Clair de lune","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/992/856/80992856_1507785931975_1_140x140.JPG/dims/resize/Q_80,0",1,"상승","",0
301,7,"Pathos","Ludovico Einaudi","Pathos","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/709/101/85709101_1729823190654_1_140x140.JPG/dims/resize/Q_80,0",2,"하강","",0
302,7,"Kiss The Rain","이루마","Kiss the Rain","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/160/093/82160093_1627544126370_1_140x140.JPG/dims/resize/Q_80,0",2,"상승","",0
303,7,"la mia notte","이루마","la mia notte","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/884/111/84884111_1710385314466_1_140x140.JPG/dims/resize/Q_80,0",1,"하강","",0
304,7,"천개의 바람이 되어","임형주","My Hero","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/074/736/189/74736189_1398407669876_1_140x140.JPG/dims/resize/Q_80,0",1,"하강","",0
